;r2_score_min_;r2_score_max_d;r2_score_average_deficit;mse_iniziale;mse_finale
scores_ndvi_deficit;0,9415345277116655;0,9873297041735027;0,9728223024140263;0,05042744365145471;0,04137232656205015
